Komentar,Preprocessed Text,Logistic Regression,Lexicon-Based
"@triyuni287 Syarat dan ketentuan pilih Setuju"" &gt  isi data (Exp Date, Tanggal lahir) &gt  Verifikasi data via OTP &gt  QRIS kartu kredit sudah Aktif 5. Untuk transaksi Pilih QRIS &gt  Scan Barcode &gt  masukan nominal pembayaran &gt  pilih sumber dana (rekening/kartu kredit) &gt (3)""",syarat pilih tuju isi data lahir kredit transaksi masuk nominal bayar pilih sumber kredit,neutral,positive
"@danawallet udah 2x24 jam lebih masalah saya dan masih banyak lagi pelanggan yang lain belum bisa terselesaikan, padahal tujuan transaksi bodong nya sudah jelas (QRIS KOMANG STORE) masih aja belum bisa diselesaikan, atau mungkin memang udah ada bisik2 dibelakang y?",jam tuju transaksi selesai,neutral,positive
“mba bisa bayar pake qris?” “bisa” *keluarin keris dari balik celana batik* settt… “nih mba”. kembali ke jaman majapahit,bayar pake keluarin keris set jaman,neutral,positive
@gitayamara Verifikasi data via OTP &gt  QRIS kartu kredit sudah Aktif 5. Untuk transaksi Pilih QRIS &gt  Scan Barcode &gt  masukan nominal pembayaran &gt  pilih sumber dana (rekening/kartu kredit) &gt  konfirmasi dan masukan PIN BRImo &gt  Transaksi berhasil. (4),kredit transaksi masuk nominal bayar pilih sumber kredit masuk,neutral,positive
"@monicayuna Syarat dan ketentuan pilih Setuju"" &gt  isi data (Exp Date, Tanggal lahir) &gt  Verifikasi data via OTP &gt  QRIS kartu kredit sudah Aktif 5. Untuk transaksi Pilih QRIS &gt  Scan Barcode &gt  masukan nominal pembayaran &gt  pilih sumber dana (rekening/kartu kredit) &gt  (3)""",syarat pilih tuju isi data lahir kredit transaksi masuk nominal bayar pilih sumber kredit,neutral,positive
@Marimadesi Verifikasi data via OTP &gt  QRIS kartu kredit sudah Aktif 5. Untuk transaksi Pilih QRIS &gt  Scan Barcode &gt  masukan nominal pembayaran &gt  pilih sumber dana (rekening/kartu kredit) &gt  konfirmasi dan masukan PIN BRImo &gt  Transaksi berhasil. (4),kredit transaksi masuk nominal bayar pilih sumber kredit masuk,neutral,positive
"@txtfromkeuangan Simpel sih aku, alfa bisa bayar pake qris bank BCA, bisa tarik saldo DANA. itu yg buat unggul alfa di hatiku  Membership alfa gift ku sampe crazy rich https://t.co/4GCSQLh48T",simpel alfa bayar pake bank alfa alfa ku sampe,neutral,positive
@alfaridi Krn mikir itu riba?  Di sini juga warung2 yang pemiliknya udah sepuh juga ga pake QRIS maupun transfer.,mikir warung pake,negative,positive
@txtfromkeuangan Alfa bisa bayar pake qris. Payment channel nya lebih banyak dr indo. Itu yg bikin diriku happy,alfa bayar pake indo,neutral,positive
netf 3 day 1p1u donk yg dha open pake qris #zonauang,day open pake,neutral,positive
Jarang ambil cash biar hemat tapi mba bisa QRIS? GUE ,jarang ambil cash hemat gue,positive,positive
uang cash didompet sihh jarang bwa biar hemat tapi kak bisa QRIS? ,uang cash jarang hemat,positive,positive
stop mikir semua hal bisa dibayar pake qris,stop mikir bayar pake,neutral,positive
jarang ambil cash biar hemat tapi mba bisa qris? ,jarang ambil cash hemat,positive,positive
Sekarang bayar pake QRIS aja masih ditanyain QRISnya apa? Ya aku jawab aja: Ya QRIS Lebih menggemaskan lagi sekarang-sekarang ini kartu debit sudah support contactless dan EDCnya sudah support juga tapi tidak ada edukasi sama sekali soal penggunaan contactless ini kecuali https://t.co/vsQqqAoi5V,bayar pake ditanyain kartu debit edukasi kecuali,neutral,positive
sederhana tapi bikin boros: mbak bisa qris? ,sederhana boros mbak,neutral,positive
Sebuah trik menjawab QRISnya apa? ketika lagi beli barang (pegawai toko): pembayaran pakai apa (istriku): QRIS : QRISnya apa? : BCA : di sini ga bisa QRIS BCA kak. Bisanya Mandiri dan BRI : oke Mandiri kalo gitu mas : *printing QR code* : *lanjut bayar pakai,beli barang pegawai toko bayar bisa mandiri oke mandiri qr code bayar,neutral,positive
Segede itu yah potongan withdraw QRIS dari dari bank-bank ini sampe gak mau nerima QRIS dari bank ini? Atau settlement nya yg lama? Gw beli tahu bulat di pinggir jalan bayar 5000 aja mereka mau loh https://t.co/Vi9D7Af1Ik,potong sampe nerima bank beli jalan bayar,neutral,positive
me: kali ini harus hemat also me: kak bisa pake QRIS? ,hemat also pake,positive,positive
guys kalo kalian lg main sama temen trs emg bayarnya pake qris/atm/uang dia dl jangan lupa ya ganti nya itu sama pajak nya juga:) bukan cuma harga per menu itu sendiri krna pajak sendiri itu gede tau ini basic manner yg seharusnya udh bs diterapin tanpa harus disebutin hrsnya.,main temen trs emg bayar pake dl lupa ganti pajak harga krna pajak gede udh diterapin hrsnya,negative,positive
semenjak di hp gw ada mbanking &amp; qris hidup gw terasa lebih mudah. mudah miskin,semenjak hp hidup mudah miskin,positive,positive
Tiap hari pake qris gwej,pake,neutral,neutral
me: harus hemat harus hemat harus hemat harus hemat also me: mba bisa qris? ,hemat hemat hemat hemat also,positive,positive
Resto cina langgananku pake approach yang lebih agresif buat mengatasi penipuan QRIS ini: Tiap ada yang bayar QRIS ada bunyi notifikasi besar dan nyebutin nominalnya. Seratus enam puluh tiga ribu delapan ratus rupiah telah diterima ki-ris ,cina pake atas tipu bayar bunyi puluh ribu ratus rupiah terima,neutral,positive
tukang bubur depan kantor pake notifikasi. jd kalo ada yg transaksi pake qris langsung ada notif suaranya lima belas ribu rupiah katanya banyak yg suka nipu. tega bener ya,tukang kantor pake transaksi pake suara ribu rupiah suka nipu tega bener,positive,positive
Singgah di Cirebon dan mencoba layanan bus kotanya Trans Cirebon Ada 1 lin yang rutenya cukup muter-muter suprisingly punya timetable dan tepat waktu! Mungkin karena masih pagi ya soalnya ini kota macet banget siangnya Tarif Rp5000 - bisa bayar pakai cash/QRIS Berharap https://t.co/72czFMvYAR,coba layan bus kota trans pagi kota macet banget tarif rp bayar harap,neutral,positive
Dukung Digitalisasi UMKM Transaksi melalui QRIS Mandiri Ramai saat Lebaran https://t.co/zv18eUT4xU https://t.co/hRkPDtX32n,dukung digitalisasi umkm transaksi mandiri ramai sat lebaran,neutral,positive
Hampir di seluruh Indonesia bisa bayar pake QRIS bahkan di kaki lima sekalipun Pertamina gak ikut2 ahh ,indonesia bayar pake kaki pertamina,neutral,positive
BI Catat Transaksi QRIS Naik 175 44 Persen per Kuartal I/2024 https://t.co/gkBn9BTwwv,catat transaksi persen kuartal,neutral,neutral
QRIS BRI Bikin Transaksi Blooming Seven Lancar https://t.co/sJ8mNsvEZV,transaksi lancar,positive,neutral
Sore ini dikerjain habis habisan sama Bank Jago. History transaksi dari jam 10am ga keluar di apps sampai gue hard complain via CS krn pas TX QRIS butuh bukti transaksi Gila sih basic flow kaya gini aja ga smooth downtime total 8 jam (10am-6pm). That s it I m leaving!,sore habis habis bank jago history transaksi jam gue hard via cs pas butuh bukti transaksi gila kaya gin total jam,negative,positive
Klo transaksi qris gagal kok saldonya masi kepotong ya mana ga masuk di mutasi transaksi.,transaksi gagal mas potong transaksi,neutral,positive
Kepada @linkaja aja bisa informasikan alamat kantor di kota Medan? Saya ingin menanyakan perihal kendala transaksi qris,kantor kota medan perihal kendala transaksi,neutral,positive
guys help rt jangan jajann di @uandmee_ abis transaksi dikasih acc nya pas gw coba gabisa terus pas gw mau DM lagi ternyata udah di block. Emang udah sus sih gw biasanya jajan via WA kali ini gaada nyantumin WA dan QRIS nya dikasih yg sekali transaksi. #zonauang #zonajajan https://t.co/SR30ZfNJZW,jajan abis transaksi kasih ac pas coba gabisa pas block emang sus jajan via gada nyantumin kasih transaksi,negative,positive
wta ; transaksi qris livin tadi pagi jam set6 masuknya ke pencairan jam 8 kan ya? #zonaba #zonauang,transaksi pagi jam set masuk cair jam,neutral,positive
Transaksi QRIS Bank Mandiri (BMRI) Meroket Kuartal I/2024 https://t.co/D8Sx67qRde,transaksi bank mandiri roket kuartal,neutral,neutral
W mau share qris buat payment gini pake bca gt bisa ga si? Kok skrng ga bisa ya? Malah share qris buat 1 transaksi gt ga paham gw https://t.co/lROW0xKRMO,gin pake skrng transaksi paham,negative,positive
Bank Indonesia: Transaksi Melalui QRIS Tumbuh 175 44% https://t.co/adpmmXo6N6,bank indonesia transaksi tumbuh,neutral,neutral
Mimpi makan froyo di kasir kata mbaknya harganya 29.000 tapi pas scan QRIS berubah jadi 229.000 udah bayar baru mau makan eh kebangun ,mimpi makan mbak harga pas ubah bayar makan,neutral,positive
Assalamualaikum BMers! Di balik kepraktisannya ternyata masih ada oknum-oknum yang kurang bertanggung jawab saat melakukan transaksi pakai QRIS nih Untuk menghindari kejadian yang tidak diharapkan ini yuk install Muamalat Merchant App agar kamu sebagai penjual bisa https://t.co/LVb3o9p5Hi,sat transaksi hindar jadi harap ap jual,neutral,positive
Udah bbrp hari gua greget banget dengan kata sah di sini. Sejak kapan sah artinya HARUS diterima ? Sah kan artinya valid/berlaku secara hukum titik. Transaksi dengan QRIS sah juga kan? Dengan definisi ngaco dia toko juga bisa ngotot harus cashless karena sah juga.,brp gua greget banget sah sah terima sah hukum titik transaksi sah ngaco toko ngotot sah,positive,positive
Perbankan Bidik Pertumbuhan Transaksi QRIS pada Tahun Ini https://t.co/b3xRug9P9b,tumbuh transaksi,neutral,positive
Apakah ada yang merasa kemarin salah scan QRIS Rexie pukul 9.30 pagi? https://t.co/8O6Ubtt9eC,kemarin salah pagi,neutral,positive
bukannya kalo scan qris di conv. store gini tuh langsung gitu ya kek gaperlu masukin nominal tinggal scan doang trus nanti otomatis kepotong saldonya kan???,gin nominal doang otomatis potong,neutral,positive
Ya tuhan bisa gak yaa tiap kali aku mau belanja dan mau scan qris matiin aja hp ini ilangin sinyalnya. Janji hemat hemat hemat susah!! ,tuhan belanja hp ilangin janji hemat susah,positive,positive
halo min @HaloBCA aku barusan transaksi pake qris dan gagal tapi saldonya tetep kepotong gimana ya? sedangkan alatnya belum nerima saldo dan print struk,barusan transaksi pake gagal tetep potong nerima print,neutral,positive
Blu membawa kemudahan bertransaksi ke level berikutnya. Scan QRIS di merchant favoritmu dan rasakan kemudahan bertransaksi tanpa kartu atau uang cash! #Blu #SemuaPRIMA,bawa mudah level rasa mudah kartu uang cash,positive,positive
Malu bgt tadi scan qris di alpaekspres eh tumben disuruh nunjukkin qris kita pake neo ga bisa manta antrean belakang ngular...tumben bgt? Biasanya qrisnya di layar kita yg scan aaa,malu tumben suruh pake antre,negative,positive
halo aku open jasa scan wechat dijamin trusted 100% untuk payment diawal ya bisa via all e-wallet &amp; qris! kalau gagal pun uang pasti akan di kembaliin kok! transaksi qris cuma an yourvely yaa. buat testinya bisa cek dibawah ₍ ᐢ.ˬ.ᐢ₎˚୨୧,open jasa jamin via gagal uang transaksi cek bawah,neutral,positive
Kalau biasa scan qris repot juga :|,repot,negative,positive
BRImo memudahkan kamu untuk bayar belanjaan tanpa perlu repot membawa dompet penuh uang tunai. Tinggal scan QRIS dan selesai! #BankBRI #SemuaPRIMA,bayar repot bawa dompet penuh uang tunai selesai,negative,positive
anjg ngelag bgt dana buat scan qris ,,neutral,positive
Bayar tagihan bulanan transfer antar bank dan scan QRIS lebih cepat dan lebih sederhana dengan Livin' by Mandiri. Hemat waktu hemat tenaga! #BankMandiri #SemuaPRIMA,bayar tagih bulan bank cepat sederhana mandiri hemat hemat tenaga,positive,positive
Kemaren2 w stress cari hp yg size nya muat di tangan mungil ini karena keliling2 hp gede2 semua dan kameranya pada kaya kacamata syahrini wkwkwk heboh2 parah. Akhirnya dapet samsung s series kek yawdala drpd w diomelin pacar w terus tiap scan qris lelet,kemaren cari hp muat tangan keliling hp gede kaya heboh parah dapet series,negative,positive
dana kenapa ga bisa scan qris si T_T,,neutral,positive
hati hati ya jangan transaksi sama qris polosan. #zonauang,hati transaksi,negative,positive
wta koin gopay bisa dipake scan qris kahh? #zonauang,koin dipake,neutral,positive
Apalah Bank Sumsel Babel? Gw pakek QRIS ga bisa ada tulisan galat. Akan tetapi saldo gw udah kepotong :) 3x transaksi QRIS ga bisa dicetak buktinya ada tulisan QRIS error tetapi saldo kepotong + di history akun ada riwayat. Udah gw komplain juga di e-form dan emailnya.,apa bank sumsel babel pakek tulis potong transaksi bukti tulis eror potong history akun komplain,neutral,positive
Tiket Cinema XXI Cashback 75% s/d Rp50.000 minbel. 20K Pembayaran QRIS Bank Saqu 3.000 Transaksi Pertama 15 s/d 19 Mei 2024 BESOK WAJIB NONTON kywds: info df wta wts wtb promo bioskop gratis murah cb diskon xx1 imax deluxe cinepolis cineplex 21 https://t.co/pJt91CAoLj,tiket sd rp bayar bank transaksi sd mei besok wajib nonton info promo gratis murah cb diskon,neutral,positive
fee start 2k scan pakai qris yaa,start,neutral,positive
Udah sengaja bawa cash nya dikit aja biar ga banyak jajan eh si goblok ini malah se enaknya scan qris ,sengaja bawa cash dikit jajan goblok enak,positive,positive
@counjter Hai Sobat BRI tidak perlu khawatir. Kami informasikan transaksi QRIS Merchant tidak dikenakan pajak ya namun untuk transaksi QRIS akan dibebankan biaya MDR yang ditetapkan sesuai kebijakan Bank Indonesia disesuaikan dengan jenis Merchant untuk Reguler : usaha Mikro (Umi) (1),sobat khawatir transaksi pajak transaksi beban biaya tetap sesuai bijak bank indonesia sesuai jenis usaha mikro,neutral,positive
@piurpy Hai Sobat BRI mohon maaf atas kendala transaksi QRIS yang dialami. Guna tindak lanjut mohon kesediaannya melakukan pembuatan laporan melalui BRImo dengan cara Login &gt; Akun &gt; Pusat Bantuan &gt; Ajukan Pengaduan &gt; QRIS. (1),sobat kendala transaksi alami tindak buat lapor akun pusat bantu,neutral,positive
gaji mba mba alfa juga dateng dari customer kan? pelayanan nya 0 banget emang boleh sejutek itu biasanya di alfa satu nya tu alfa nya yg kasi barcode aku nya tinggal scan gitu ini ribet bat dah apa emg mbanya minim edukasi perihal qris,gaji alfa layan banget emang alfa alfa kasi barcode ribet emg minim edukasi perihal,neutral,positive
Halo kak kamu butuh jasa gestun yg satset dan fast respond aku open ya kak. Fee start 8% Avail for : Spaylater kredivo Gopaylater / cicil bri ceria dll Trusted 1000% Scan qris cair gasampe 5 minit Cuss sung ke wa ya ka : https://t.co/MDIu9bikQa #zonauang️,butuh jasa satset open start avail dl cair cus sung,neutral,positive
Sejak ada QRIS hidup jadi terasa lebih mudah mudah miskin.,hidup mudah miskin,positive,positive
keuntungan punya qris sendiri wkwk kmrn top-up KAIPay trs nyisa saldo. kayak sayang aja karna pasti ga kepake dalam jangka dekat trs ini td nyoba scan qris dan ternyata bisa https://t.co/28IpaBNkVE,untung kmrn topup trs nyisa sayang karna kepake jangka trs td nyoba,positive,positive
Kalap jajan kalau bayarnya pakai QRIS.,jajan bayar,positive,positive
Pembayaran pakai QRIS bisa dipakai di Thailand. Tapi jangan bilang Kiuris ya mereka ndak paham. Bilangnya QR Code. https://t.co/pGfpB1O4MQ,bayar pakai ndak paham bilang qr code,neutral,positive
di sebuah kedai kopi mau bayar kopi 20rb aku si pintar : mbak pake qris ya *scan qris* *bayar liatin ke mbaknya* aku : Lah napa aku kris 60ribu Ya Allah begooooooooo,kopi bayar kopi pintar mbak pake bayar liatin mbak ribu bego,negative,positive
hy ak mau beli netflix pakai qris!! #zonauang #zonaba,hy ak beli,negative,positive
Transaksi qris dana bisnis belum masuk komplain diapp ngga ada kejelasan @danawallet https://t.co/QvUEIVPN6m,transaksi bisnis komplain nga jelas,neutral,positive
Eh temen-temen hati-hati please. Ini beneran error soalnya transaksi ke qris punyaku juga gak masuk astaghfirullah ,beneran eror transaksi,neutral,positive
eh serius. hati-hati transaksi via QRIS DANA dananya banyak yang gak masuk.. cek reply juga karena banyak yang kena.. T______T #zonauang,serius transaksi via dana cek,negative,positive
mau gestun spaylater via scan qris sakti ada? 740k get brp? #zonauang,via brp,neutral,positive
Transaksi Qris yang gagal tapi sado berkurang lalu gak balik udh 5 harian ini gimana ya solusinya? @BANKBRI_ID,transaksi gagal kurang udh hari solusi,negative,positive
LOH TAPI KOK PAS DI SCAN MALAH KE QRIS DANA AKU SI MASUKNYA,pas masuk,negative,neutral
@bellebe43206308 Halo @bellebe43206308. Limit pembayaran transaksi QRIS di myBCA mobile yaitu Rp25.000.000 - per hari per BCA ID. Namun untuk maksimal per transaksi yaitu sebesar Rp10.000.000 - per transaksi ya. ^Andra,bayar transaksi mobile rp id maksimal transaksi rp transaksi,neutral,positive
Transaksi luar negeri jadi easy tanpa uang tunai cukup pakai QRIS di myBCA. Tinggal scan sat set bayar bayar jadi beres. Transaksi berlaku di Thailand Malaysia dan Singapore Yah Yuk akses myBCA Sekarang. Selengkapnya https://t.co/IMHnh2p6fp https://t.co/RguM4gn4s6,transaksi negeri uang tunai sat set bayar beres transaksi laku malaysia singapore akses lengkap,neutral,positive
ini maksudnya transaksi pas ada yg bayar via Qris atau pas transaksi cair kak?,maksud transaksi pas bayar via pas transaksi cair,neutral,positive
*ambil manset cek price tag* Murah ya gak sampe 50rb nnti beli disini lg deh *ke kassa bayar* Kasir: Totalnya 79.900 ya mbak Gw loh? *bingung sambil scan qris* Trnyata price tagnya ada 2 1 tulisannya 39.500 1 tulisannyya 79.900 Udh kek alfa yg blm update harga,ambil cek price tag murah sampe beli bayar mbak bingung trnyata price udh alfa harga,neutral,positive
 : ada cash mu? nanti saya transfer ke rekeningmu Heh malas tonja pergi ATM. Kalau ada cash pasti kusimpan-simpan juga krn berharga sekali saking seringnya transaksi pake QRIS ,cash mu heh malas pergi cash harga saking transaksi pake,negative,positive
